,Company,TypeName,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,ppi,IPS,Touchscreen,HDD,SSD,Hybrid,Flash_Storage
885,HP,2 in 1 Convertible,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.28,159967,165.63,0,1,0,256,0,0
886,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Linux,2.18,40521,100.45,0,0,1,0,0,0
887,Asus,Gaming,Intel Core i5,12,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,121812,127.34,0,0,1,128,0,0
888,Acer,Netbook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.25,26409,135.09,1,0,0,0,0,32
889,Lenovo,Notebook,AMD A-Series,4,500GB HDD,AMD Radeon,Windows 10,2.8,33701,106.11,0,0,500,0,0,0
890,HP,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.95,112484,157.35,0,0,0,128,0,0
891,HP,2 in 1 Convertible,Intel Core i7,16,256GB SSD,Intel HD,Windows 10,1.42,124399,276.05,0,1,0,256,0,0
893,Lenovo,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.32,159967,157.35,1,0,0,256,0,0
894,MSI,Gaming,Intel Core i7,16,512GB SSD +  2TB HDD,Nvidia GeForce,Windows 10,2.43,235549,254.67,1,0,2,512,0,0
895,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.05,131157,165.63,0,0,0,256,0,0
896,Dell,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,Linux,2.62,82607,141.21,0,0,1,0,0,0
897,HP,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.04,80028,141.21,0,0,1,0,0,0
898,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Windows 10,2.18,54597,100.45,0,0,1,0,0,0
899,Dell,Notebook,Intel Core i5,8,500GB HDD,Intel HD,Windows 10,1.9,83140,141.21,0,0,500,0,0,0
900,Dell,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.24,179005,276.05,0,1,0,512,0,0
901,Asus,Gaming,Intel Core i7,32,256GB SSD +  256GB SSD,Nvidia GeForce,Windows 10,3.58,113729,127.34,1,0,0,512,0,0
902,Dell,2 in 1 Convertible,Intel Core i7,16,256GB SSD,Intel HD,Windows 10,1.22,146629,165.63,0,1,0,256,0,0
903,Lenovo,Ultrabook,Intel Core i7,8,256GB Flash Storage,Intel HD,Windows 10,1.13,182197,157.35,1,0,0,0,0,256
904,Lenovo,Notebook,Intel Core i5,8,512GB SSD,Intel HD,Windows 10,1.95,174549,141.21,1,0,0,512,0,0
906,HP,Netbook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.26,131868,176.23,0,0,0,512,0,0
907,Acer,Notebook,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,2.2,31922,141.21,1,0,0,0,0,16
908,Lenovo,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.6,70158,141.21,1,0,1,128,0,0
910,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.6,107149,157.35,0,0,0,256,0,0
911,HP,Ultrabook,Other Intel Processor,8,240GB SSD,Intel HD,Windows 10,1.09,275652,352.47,0,1,0,240,0,0
912,Lenovo,Notebook,Intel Core i7,6,256GB SSD,Nvidia GeForce,Windows 10,2.2,70158,141.21,0,0,0,256,0,0
913,HP,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.04,90609,141.21,0,0,0,256,0,0
914,Acer,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.4,44371,141.21,0,0,1,0,0,0
915,Lenovo,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.44,78339,165.63,0,0,0,128,0,0
916,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.49,85363,165.63,0,0,0,256,0,0
917,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,142183,127.34,0,0,1,256,0,0
918,Dell,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.6,119953,141.21,0,0,1,128,0,0
919,MSI,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,99582,141.21,0,0,1,128,0,0
920,Dell,Notebook,Intel Core i5,4,1TB HDD,AMD Radeon,Windows 10,2.18,60909,100.45,0,0,1,0,0,0
921,HP,Ultrabook,Intel Core i7,8,256GB SSD,AMD Radeon,Windows 10,1.84,115328,141.21,0,0,0,256,0,0
922,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.39,102169,276.05,0,1,0,256,0,0
923,Toshiba,Notebook,Intel Core i7,16,256GB SSD,Nvidia GeForce,Windows 10,2.4,175617,141.21,1,0,0,256,0,0
924,Lenovo,2 in 1 Convertible,Intel Core i5,8,512GB SSD,Intel HD,Windows 10,1.37,162279,165.63,1,1,0,512,0,0
925,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.95,64903,100.45,0,0,500,0,0,0
926,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.36,146718,176.23,1,0,0,256,0,0
927,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.31,103592,141.21,0,0,0,256,0,0
928,Dell,Notebook,Intel Core i5,4,1TB HDD,Intel HD,Windows 10,2.18,62961,100.45,0,0,1,0,0,0
929,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.95,102169,111.94,0,0,500,0,0,0
930,Lenovo,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Windows 10,2.2,27476,100.45,0,0,1,0,0,0
931,HP,Ultrabook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.26,140405,176.23,0,0,500,0,0,0
932,HP,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,No OS,1.86,25689,100.45,0,0,1,0,0,0
933,Lenovo,2 in 1 Convertible,Intel Core i7,16,1TB SSD,Intel Iris,Windows 10,1.3,159967,276.05,1,1,0,1,0,0
934,Toshiba,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.47,98257,157.35,1,0,0,128,0,0
935,HP,Netbook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.26,148407,176.23,0,0,0,256,0,0
936,Dell,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.18,49671,100.45,0,0,1,0,0,0
937,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,106615,141.21,0,0,1,128,0,0
938,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.36,145740,157.35,0,0,0,256,0,0
939,Dell,Gaming,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.36,245241,169.78,0,0,1,512,0,0
940,HP,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.75,124399,127.34,1,0,1,128,0,0
941,Asus,Notebook,Other Intel Processor,4,1TB HDD,Nvidia GeForce,Windows 10,2.8,47128,106.11,0,0,1,0,0,0
942,Acer,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.23,55041,100.45,0,0,500,0,0,0
943,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.2,99501,100.45,0,0,0,256,0,0
945,Lenovo,Gaming,AMD F-Series,16,512GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.5,88831,141.21,1,0,1,512,0,0
946,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.36,130908,176.23,0,1,0,256,0,0
947,Lenovo,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,No OS,2.2,60910,141.21,0,0,1,0,0,0
948,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Windows 10,2.36,58598,106.11,0,0,1,0,0,0
949,Acer,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.68,31033,111.94,0,0,0,0,0,32
950,HP,Workstation,Intel Core i7,8,8GB SSD,Nvidia Quadro,Windows 10,2.0,199981,141.21,1,0,0,8,0,0
951,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.36,157833,157.35,0,0,0,256,0,0
952,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.2,129823,165.63,0,0,0,256,0,0
953,Asus,2 in 1 Convertible,Other Intel Processor,8,64GB Flash Storage,Intel HD,Chrome OS,1.2,103058,176.23,0,0,0,0,0,64
954,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.7,132401,157.35,1,0,0,256,0,0
955,Dell,Gaming,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.36,280454,254.67,1,0,1,512,0,0
956,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.24,168859,165.63,0,1,0,256,0,0
957,HP,2 in 1 Convertible,Other Intel Processor,4,256GB SSD,Intel HD,Windows 10,1.45,68913,135.09,0,1,0,256,0,0
958,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.3,112751,276.05,0,0,0,256,0,0
959,Acer,2 in 1 Convertible,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.25,34590,135.09,1,1,0,0,0,32
960,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,136492,165.63,0,0,0,256,0,0
961,Lenovo,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.36,156499,176.23,1,0,0,256,0,0
962,Acer,Notebook,Intel Core i5,12,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.4,89720,141.21,0,0,1,128,0,0
963,Toshiba,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.1,159167,176.23,0,1,0,512,0,0
964,HP,Notebook,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,2.04,75271,100.45,0,0,1,0,0,0
965,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Linux,2.25,41403,100.45,0,0,1,0,0,0
966,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.9,73359,100.45,0,0,500,0,0,0
967,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.04,60910,141.21,0,0,500,0,0,0
968,Dell,Gaming,Intel Core i7,32,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,280009,127.34,1,0,1,256,0,0
969,Lenovo,Notebook,Intel Core i5,6,256GB SSD,Nvidia GeForce,Windows 10,2.4,61799,141.21,0,0,0,256,0,0
970,Dell,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.22,168859,276.05,0,1,0,512,0,0
971,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.5,174548,209.8,0,1,0,256,0,0
972,Dell,Gaming,Intel Core i7,32,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,248976,127.34,0,0,1,256,0,0
973,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.95,104926,157.35,0,0,0,256,0,0
974,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.73,182277,127.34,0,0,1,256,0,0
975,HP,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.04,87053,141.21,1,0,1,128,0,0
976,Lenovo,Notebook,Intel Core i5,4,508GB Hybrid,Intel HD,Windows 7,1.7,89098,111.94,0,0,0,0,508,0
977,Asus,2 in 1 Convertible,Intel Core i7,16,512GB SSD +  2TB HDD,Nvidia GeForce,Windows 10,2.3,159967,282.42,0,1,2,512,0,0
978,HP,Notebook,Intel Core i7,6,1TB HDD,Intel HD,Windows 10,2.04,51485,100.45,0,0,1,0,0,0
979,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.99,155521,127.34,0,0,1,256,0,0
980,Dell,2 in 1 Convertible,Intel Core i7,12,512GB SSD,Intel HD,Windows 10,2.19,115507,141.21,1,1,0,512,0,0
981,Toshiba,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 7,1.2,106259,165.63,0,0,0,128,0,0
982,Lenovo,Notebook,AMD A-Series,6,256GB SSD,AMD Radeon,Windows 10,2.2,48817,141.21,0,0,0,256,0,0
984,Toshiba,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.75,81362,111.94,0,0,500,0,0,0
985,Dell,Notebook,Intel Core i5,4,500GB HDD,AMD Radeon,Windows 10,2.25,53263,100.45,0,0,500,0,0,0
986,HP,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.04,71670,141.21,0,0,1,0,0,0
987,Lenovo,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,105726,141.21,1,0,1,128,0,0
988,Dell,Notebook,Intel Core i7,8,1TB HDD,AMD Radeon,Windows 10,2.36,66601,100.45,0,0,1,0,0,0
989,Dell,Notebook,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,1.6,99501,157.35,0,0,0,128,0,0
990,HP,Netbook,Other Intel Processor,8,512GB SSD,Intel HD,Windows 10,0.97,169659,176.23,0,0,0,512,0,0
991,HP,Notebook,Intel Core i3,4,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.1,44371,141.21,0,0,1,128,0,0
992,Lenovo,Notebook,Other Intel Processor,4,128GB SSD,Intel HD,No OS,1.9,24064,100.45,0,0,0,128,0,0
993,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.3,119953,141.21,0,0,0,256,0,0
994,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.68,79050,165.63,0,1,0,256,0,0
995,Asus,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.4,102258,276.05,0,0,0,256,0,0
996,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.11,119953,165.63,1,1,0,256,0,0
997,Acer,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.4,33790,100.45,0,0,500,0,0,0
998,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,159967,141.21,0,0,1,256,0,0
999,HP,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.48,185754,157.35,0,0,0,512,0,0
1000,Acer,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,112039,141.21,1,0,1,128,0,0
1001,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.34,105726,165.63,1,0,0,256,0,0
1002,Dell,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.18,48639,100.45,0,0,0,128,0,0
1003,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.64,69269,111.94,0,0,500,0,0,0
1004,Toshiba,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.2,106259,165.63,0,0,0,128,0,0
1005,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.48,97811,111.94,0,0,0,256,0,0
1006,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.95,107149,157.35,0,0,0,256,0,0
1007,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 7,1.43,128845,157.35,0,0,0,256,0,0
1008,HP,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,1.64,93300,157.35,0,0,0,256,0,0
1009,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.64,60821,111.94,0,0,500,0,0,0
1010,Dell,Gaming,Intel Core i5,8,1.0TB Hybrid,Nvidia GeForce,Windows 10,2.65,84385,141.21,0,0,0,0,10,0
1011,HP,Ultrabook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.26,136848,176.23,0,0,500,0,0,0
1012,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.48,141383,157.35,0,0,0,256,0,0
1013,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.54,167811,157.35,0,0,0,256,0,0
1014,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.49,71136,117.83,0,0,500,0,0,0
1015,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.5,107593,117.83,0,0,0,256,0,0
1016,HP,Notebook,Intel Core i3,4,256GB SSD,Intel HD,Windows 10,2.04,68468,100.45,0,0,0,256,0,0
1017,Lenovo,Notebook,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows 7,2.4,263915,254.67,1,0,0,512,0,0
1018,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.47,132491,157.35,1,0,0,256,0,0
1019,HP,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.43,198203,157.35,0,0,0,256,0,0
1020,Dell,2 in 1 Convertible,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.08,70779,141.21,1,1,1,0,0,0
1021,Toshiba,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,141383,165.63,0,0,0,256,0,0
1022,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.11,102169,165.63,1,0,0,256,0,0
1023,HP,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,1.64,105408,157.35,0,0,0,256,0,0
1024,Dell,Notebook,Intel Core i5,8,500GB HDD,Intel HD,Windows 10,2.09,93049,141.21,0,0,500,0,0,0
1025,HP,Ultrabook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.26,138626,125.37,0,0,0,256,0,0
1026,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.31,105726,111.94,0,0,500,0,0,0
1027,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.95,94255,111.94,0,0,500,0,0,0
1028,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.29,144406,276.05,0,1,0,256,0,0
1029,HP,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.63,96034,127.34,0,0,0,256,0,0
1030,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.64,86519,111.94,0,0,0,256,0,0
1031,Acer,Notebook,AMD A-Series,6,1TB HDD,AMD Radeon,Windows 10,2.1,36368,100.45,0,0,1,0,0,0
1032,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,105975,127.34,0,0,1,128,0,0
1033,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.95,106259,157.35,0,0,0,256,0,0
1034,HP,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.84,109282,141.21,0,0,0,256,0,0
1035,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.26,119953,176.23,0,0,0,256,0,0
1036,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.04,65979,100.45,0,0,500,0,0,0
1037,Toshiba,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.47,153387,157.35,1,0,0,256,0,0
1038,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,2.09,94518,141.21,0,0,0,256,0,0
1039,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.64,89855,157.35,0,0,0,256,0,0
1040,Lenovo,2 in 1 Convertible,Intel Core i7,4,256GB SSD,Intel HD,Windows 10,1.8,75315,141.21,1,1,0,256,0,0
1042,Toshiba,Notebook,Intel Core i7,16,256GB SSD,Nvidia GeForce,Windows 10,2.4,126711,141.21,1,0,0,256,0,0
1043,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.3,93330,141.21,0,0,0,256,0,0
1044,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.54,88920,157.35,0,0,500,0,0,0
1045,HP,Notebook,Intel Core i5,8,256GB SSD +  500GB HDD,Intel HD,Windows 10,1.84,187029,141.21,0,0,500,256,0,0
1046,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.43,130623,157.35,0,0,0,256,0,0
1047,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.78,137438,127.34,1,0,1,256,0,0
1048,Lenovo,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.6,203626,127.34,1,0,1,128,0,0
1049,Asus,Netbook,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,1.2,25600,135.09,0,0,0,0,0,16
1050,Lenovo,Notebook,Intel Core i7,16,256GB SSD,Intel HD,Windows 7,1.1,232970,209.8,1,0,0,256,0,0
1051,HP,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,1.91,87053,141.21,1,0,1,0,0,0
1052,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.3,97278,141.21,1,1,0,256,0,0
1053,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,2.04,87053,100.45,0,0,0,256,0,0
1054,Dell,Ultrabook,Intel Core i7,16,1TB SSD,Intel HD,Windows 10,1.2,200426,276.05,0,1,0,1,0,0
1055,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.31,62702,100.45,0,0,500,0,0,0
1056,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,No OS,1.96,44371,100.45,0,0,500,0,0,0
1057,Acer,Notebook,AMD A-Series,8,1TB HDD,AMD Radeon,Windows 10,2.4,39925,100.45,0,0,1,0,0,0
1058,Dell,2 in 1 Convertible,Intel Core i7,12,256GB SSD,Intel HD,Windows 10,1.6,115507,165.63,1,1,0,256,0,0
1059,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.94,161745,141.21,0,0,1,256,0,0
1060,HP,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,2.04,95144,141.21,0,0,0,256,0,0
1061,Asus,Gaming,Intel Core i7,16,1TB HDD,Nvidia GeForce,No OS,4.0,88742,127.34,1,0,1,0,0,0
1062,Dell,Notebook,Intel Core i5,4,1TB HDD,Intel HD,Windows 10,2.25,49706,141.21,0,0,1,0,0,0
1063,Dell,Notebook,Intel Core i7,16,2TB HDD,AMD Radeon,Windows 10,2.32,88030,141.21,0,0,2,0,0,0
1064,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.8,171527,141.21,0,0,1,256,0,0
1065,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.29,129645,165.63,0,0,0,256,0,0
1066,Asus,Gaming,Intel Core i7,64,1TB SSD,Nvidia GeForce,Windows 10,3.58,353457,127.34,1,0,0,1,0,0
1067,Dell,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.62,70959,165.63,0,1,0,256,0,0
1068,Dell,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.21,118175,282.42,0,0,1,256,0,0
1070,Dell,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.06,42858,100.45,0,0,500,0,0,0
1071,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.31,106615,100.45,0,0,500,0,0,0
1072,HP,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.26,106615,176.23,0,0,0,256,0,0
1073,HP,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.49,96923,165.63,0,0,0,256,0,0
1074,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.3,152364,176.23,1,1,0,256,0,0
1075,Lenovo,Notebook,Intel Core i5,8,1.0TB HDD,AMD Radeon,Windows 10,3.0,58598,106.11,0,0,10,0,0,0
1076,Lenovo,Notebook,Intel Core i5,4,1TB HDD,Nvidia GeForce,Windows 10,2.3,86875,141.21,1,0,1,0,0,0
1077,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.78,222211,127.34,0,0,1,256,0,0
1078,Lenovo,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.1,48017,100.45,0,0,500,0,0,0
1079,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 7,2.31,83585,141.21,0,0,500,0,0,0
1080,Lenovo,Ultrabook,Other Intel Processor,8,512GB SSD,Intel HD,Windows 10,0.99,124399,234.98,1,1,0,512,0,0
1081,Lenovo,Gaming,Intel Core i7,32,512GB SSD +  1.0TB Hybrid,Nvidia GeForce,Windows 10,4.6,288101,127.34,1,0,0,512,10,0
1083,HP,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.3,182197,331.26,1,0,0,512,0,0
1084,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.18,66690,141.21,0,0,0,256,0,0
1085,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 7,1.54,91676,157.35,0,0,500,0,0,0
1086,HP,Workstation,Intel Core i7,8,256GB SSD,AMD FirePro,Windows 7,1.9,132935,141.21,0,0,0,256,0,0
1087,Lenovo,Notebook,Intel Core i5,8,180GB SSD,Intel HD,Windows 7,1.7,106615,157.35,0,0,0,180,0,0
1088,HP,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.29,54686,276.05,0,0,0,0,0,32
1089,Acer,Notebook,AMD A-Series,4,500GB HDD,AMD Radeon,Windows 10,2.4,34412,100.45,0,0,500,0,0,0
1090,Dell,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Linux,2.2,34989,100.45,0,0,500,0,0,0
1091,HP,Notebook,Intel Core i3,4,1TB HDD,Intel HD,No OS,1.86,30765,100.45,0,0,1,0,0,0
1092,Asus,Gaming,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,142183,127.34,1,0,1,256,0,0
1093,Dell,Ultrabook,Intel Core i5,4,256GB SSD,AMD Radeon,Windows 10,1.4,72768,165.63,1,0,0,256,0,0
1094,HP,Netbook,Intel Core i5,4,128GB SSD,Intel HD,Windows 7,2.4,142183,125.37,0,0,0,128,0,0
1095,Acer,Notebook,Intel Core i5,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.4,71047,141.21,0,0,1,256,0,0
1096,Dell,Notebook,Intel Core i5,8,1TB HDD,AMD Radeon,Windows 10,2.36,56802,141.21,0,0,1,0,0,0
1097,MSI,Gaming,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.6,142183,127.34,0,0,0,256,0,0
1098,HP,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Windows 10,1.96,44460,100.45,0,0,1,0,0,0
1099,Asus,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.3,204427,127.34,1,0,1,128,0,0
